,0
0,7742.0
1,4945.0
2,6480.858836206897
3,6536.5
4,642516.8324434732
5,801.5714768150581
6,4962.16
7,7719.38
8,2757.2200000000003
9,-0.22993836468803575
10,-1.0174065433594321
11,5525.0
12,5036.0
13,5224.698275862069
14,5185.0
15,17511.320600475625
16,132.33034648362266
17,5044.0
18,5509.73
19,465.72999999999956
20,0.7660161070487882
21,-0.6301376738345077
22,1652.0
23,0.0
24,770.9159482758621
25,907.0
26,228944.3657801353
27,478.48131184000835
28,0.0
29,1574.2200000000003
30,1574.2200000000003
31,-0.599475529901495
32,-0.8806728446847023
33,3290.0
34,3044.0
35,3206.2877155172414
36,3209.0
37,1481.8191594363109
38,38.49440426135091
39,3126.0
40,3278.0
41,152.0
42,-0.2267167881254891
43,-0.09722510342435742
44,580.0
45,300.0
46,504.85775862068965
47,532.0
48,6240.503474286564
49,78.99685736968632
50,300.0
51,568.0
52,268.0
53,-1.8664960743654806
54,2.0013393179740895
55,880.4044525103221
56,0.0
57,11.087233300964671
58,7.615773105863909
59,1672.2016288195161
60,40.89256202317869
61,0.0
62,28.381619850337465
63,28.381619850337465
64,16.36928574789669
65,292.82240823101284
66,4.733357271560871
67,0.0
68,1.1373264955493934
69,1.0101525445522108
70,0.6800023907884266
71,0.8246225747506714
72,0.0
73,3.4555102588772537
74,3.4555102588772537
75,0.9037299416561975
76,1.076173769592402
77,0.6713013960570827
78,0.0
79,0.1506084470830837
80,0.13067600484556835
81,0.012389223761962347
82,0.11130689000220223
83,0.0
84,0.473558901118573
85,0.473558901118573
86,0.9502881337908398
87,1.229993988124697
88,0.0959001994367261
89,0.0
90,0.020290115185060884
91,0.017734001546058947
92,0.000239894345312128
93,0.015488523019065698
94,0.0
95,0.06638251894116518
96,0.06638251894116518
97,1.0733624793565113
98,1.667919790810207
99,874.0
100,0.0
101,7.6515641855447685
102,4.0
103,1612.8527025155672
104,40.16033743030015
105,0.0
106,27.74000000000001
107,27.74000000000001
108,16.63767430928522
109,302.0177030338979
110,4.698924731182796
111,0.0
112,0.6864614313340094
113,0.5714285714285714
114,0.47030034436037166
115,0.6857844736944485
116,0.0
117,3.122932828760644
118,3.122932828760644
119,1.7324446209713473
120,4.793387674747375
121,0.6326530612244898
122,0.0
123,0.09019516311385771
124,0.0625
125,0.008143327996433738
126,0.09024039005031914
127,0.0
128,0.3673469387755102
129,0.3673469387755102
130,1.7198037397281725
131,4.869444348082826
132,0.0903790087463557
133,0.0
134,0.012149720838957694
135,0.008746355685131196
136,0.00015502437949878287
137,0.012450878663724215
138,0.0
139,0.052478134110787174
140,0.052478134110787174
141,1.8403202088573372
142,5.675539640450955
143,202.0
144,0.0
145,6.415318230852211
146,5.0
147,82.57292608535263
148,9.086964624414064
149,0.0
150,18.0
151,18.0
152,13.049922984161975
153,251.69172784968404
154,2.7142857142857144
155,0.0
156,0.7949585828316087
157,0.7142857142857143
158,0.40002515877994277
159,0.6324754214828769
160,0.0
161,2.351785714285715
162,2.351785714285715
163,0.5483414523315695
164,-0.5630760995933679
165,0.38775510204081637
166,0.0
167,0.10628627710947632
168,0.09375
169,0.0074968599473788445
170,0.08658440937824109
171,0.0
172,0.32653061224489793
173,0.32653061224489793
174,0.6319779620804251
175,-0.35814943687513434
176,0.05539358600583091
177,0.0
178,0.014325838625001207
179,0.01171875
180,0.0001437133712622042
181,0.011988051187003006
182,0.0
183,0.04664723032069971
184,0.04664723032069971
185,0.7517971910475577
186,-0.05069318290318359
187,874.0
188,-89.0
189,2.9676375404530746
190,0.0
191,1662.5922644295722
192,40.774897479081076
193,-21.48
194,16.74000000000001
195,38.22000000000001
196,16.19732115938356
197,291.4315902262602
198,4.698924731182796
199,-4.428571428571429
200,0.08278452673202687
201,0.0
202,0.9346763632032629
203,0.966786617203229
204,-2.552857142857143
205,2.2764285714285717
206,4.829285714285715
207,-0.2171658051005627
208,2.5359231680660894
209,0.3673469387755102
210,-0.6326530612244898
211,0.00961073959317608
212,0.0
213,0.016186129130041294
214,0.12722471902127075
215,-0.3620408163265306
216,0.30612244897959184
217,0.6681632653061225
218,-0.4075793571327677
219,2.590894820019396
220,0.052478134110787174
221,-0.0903790087463557
222,0.001296876651539582
223,0.0
224,0.00030095820691407717
225,0.01734814707437302
226,-0.048863884839650144
227,0.043731778425655975
228,0.09259566326530612
229,-0.41497110261477993
230,3.054822974654825
231,20.0
232,-202.0
233,0.22114347357065803
234,0.0
235,123.68032965255449
236,11.121165840529242
237,-14.0
238,17.0
239,31.0
240,-7.9144816314209905
241,129.0215405767543
242,2.7142857142857144
243,-2.2857142857142856
244,0.08657499455285719
245,0.0
246,1.0244890775157551
247,1.0121704784846055
248,-1.8571428571428572
249,2.351785714285715
250,4.208928571428572
251,0.13481624230706615
252,-0.47256896473494603
253,0.38775510204081637
254,-0.32653061224489793
255,0.011947059363217813
256,0.0
257,0.01865090042174298
258,0.13656829947591417
259,-0.2653061224489796
260,0.32653061224489793
261,0.5918367346938775
262,0.14176459333775254
263,-0.33971998355528177
264,0.05539358600583091
265,-0.04664723032069971
266,0.0016188081211503864
267,0.0
268,0.00034632248383867825
269,0.01860974163814958
270,-0.037900874635568516
271,0.04664723032069971
272,0.08454810495626822
273,0.1563805451605167
274,-0.14654842464957385
275,199.0
276,5.0
277,2411.0
278,5305.0
279,0.309737923946557
280,0.6815262076053443
281,7784.0
282,9.245488056929563
283,9.571403563017292
284,9.752941908795403
285,9.817258325105843
286,9.856341413652217
287,9.856425490608245
288,7.313039200714194
289,5.843685562334171
290,-1.3459600379364713
291,-6.08627001888825
292,-7.169911194400793
293,-7.2042375215514
294,7.291086719081017
295,6.545571824214554
296,1.3960005438724707
297,-2.1309919127477763
298,-2.91344556265543
299,-2.939071815950428
300,39573676625.0
301,25348304590.0
302,1664084.0
303,1829.4474300435932
304,32.511862743824324
305,0.6040175518090992
306,1664915.0
307,211902.0
308,1490487.708912501
309,109.64328300625957
310,1.7063728994371812
311,0.033875924883610714
312,325763.73055968824
313,4476042.451425512
314,1.0737433187892957
315,37.38526881549579
316,29.359887753106232
317,16.789851923330847
318,13.705295229560525
319,37.41797973802748
320,0.9617310299133714
321,2.2405910887009317
322,1.5409426764369087
323,0.9416477399674371
324,1.0425738248051561
325,3.4725889699531907
326,2.0419570524771515
327,447.8129123246374
328,0.029187696797143906
329,2.5814411104798656
330,-2.152277880524863
331,-55.6241466553546
332,11433.591175209505
333,0.8273452215627156
334,3.1149732762530205
335,1.0168492216656095
336,-3.3897910367649016
337,0.2319209647261219
338,0.0737519430714585
339,3.5006422697232176
340,3.4443925558793156
341,3.3958399523999967
342,17.243287875984098
343,0.47851841952115265
344,2.999999220417468
345,2.99862311134365
346,2.997472057589937
347,19.380661536845967
348,0.5925389449326428
349,2.999999999870715
350,2.9999842231414404
351,2.9999709986520515
352,15.210363946505284
353,0.6495285306289013
354,1.0
